region,filiere_globale,code_eic_centrale,capacite_installee,capacite_disponible,capacite_indisponible,date,date_debut
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 01:00:00,2013-06-13 01:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 01:30:00,2013-06-13 01:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 02:00:00,2013-06-13 02:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 02:30:00,2013-06-13 02:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 03:00:00,2013-06-13 03:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 03:30:00,2013-06-13 03:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 04:00:00,2013-06-13 04:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 04:30:00,2013-06-13 04:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 05:00:00,2013-06-13 05:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 05:30:00,2013-06-13 05:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 06:00:00,2013-06-13 06:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 06:30:00,2013-06-13 06:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 07:00:00,2013-06-13 07:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 07:30:00,2013-06-13 07:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 08:00:00,2013-06-13 08:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 08:30:00,2013-06-13 08:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 09:00:00,2013-06-13 09:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 09:30:00,2013-06-13 09:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 10:00:00,2013-06-13 10:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 10:30:00,2013-06-13 10:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 11:00:00,2013-06-13 11:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 11:30:00,2013-06-13 11:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 12:00:00,2013-06-13 12:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 12:30:00,2013-06-13 12:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 13:00:00,2013-06-13 13:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 13:30:00,2013-06-13 13:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 14:00:00,2013-06-13 14:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 14:30:00,2013-06-13 14:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 15:00:00,2013-06-13 15:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 15:30:00,2013-06-13 15:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 16:00:00,2013-06-13 16:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 16:30:00,2013-06-13 16:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 17:00:00,2013-06-13 17:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 17:30:00,2013-06-13 17:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 18:00:00,2013-06-13 18:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 18:30:00,2013-06-13 18:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 19:00:00,2013-06-13 19:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 19:30:00,2013-06-13 19:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 20:00:00,2013-06-13 20:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 20:30:00,2013-06-13 20:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 21:00:00,2013-06-13 21:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 21:30:00,2013-06-13 21:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 22:00:00,2013-06-13 22:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 22:30:00,2013-06-13 22:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 23:00:00,2013-06-13 23:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-13 23:30:00,2013-06-13 23:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 00:00:00,2013-06-14 00:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 00:30:00,2013-06-14 00:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 01:00:00,2013-06-14 01:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 01:30:00,2013-06-14 01:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 02:00:00,2013-06-14 02:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 02:30:00,2013-06-14 02:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 03:00:00,2013-06-14 03:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 03:30:00,2013-06-14 03:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 04:00:00,2013-06-14 04:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 04:30:00,2013-06-14 04:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 05:00:00,2013-06-14 05:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 05:30:00,2013-06-14 05:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 06:00:00,2013-06-14 06:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 06:30:00,2013-06-14 06:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 07:00:00,2013-06-14 07:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 07:30:00,2013-06-14 07:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 08:00:00,2013-06-14 08:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 08:30:00,2013-06-14 08:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 09:00:00,2013-06-14 09:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 09:30:00,2013-06-14 09:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 10:00:00,2013-06-14 10:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 10:30:00,2013-06-14 10:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 11:00:00,2013-06-14 11:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 11:30:00,2013-06-14 11:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 12:00:00,2013-06-14 12:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 12:30:00,2013-06-14 12:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 13:00:00,2013-06-14 13:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 13:30:00,2013-06-14 13:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 14:00:00,2013-06-14 14:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 14:30:00,2013-06-14 14:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 15:00:00,2013-06-14 15:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 15:30:00,2013-06-14 15:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 16:00:00,2013-06-14 16:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 16:30:00,2013-06-14 16:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 17:00:00,2013-06-14 17:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 17:30:00,2013-06-14 17:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 18:00:00,2013-06-14 18:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 18:30:00,2013-06-14 18:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 19:00:00,2013-06-14 19:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 19:30:00,2013-06-14 19:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 20:00:00,2013-06-14 20:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 20:30:00,2013-06-14 20:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 21:00:00,2013-06-14 21:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 21:30:00,2013-06-14 21:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 22:00:00,2013-06-14 22:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 22:30:00,2013-06-14 22:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 23:00:00,2013-06-14 23:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-14 23:30:00,2013-06-14 23:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 00:00:00,2013-06-15 00:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 00:30:00,2013-06-15 00:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 01:00:00,2013-06-15 01:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 01:30:00,2013-06-15 01:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 02:00:00,2013-06-15 02:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 02:30:00,2013-06-15 02:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 03:00:00,2013-06-15 03:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 03:30:00,2013-06-15 03:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 04:00:00,2013-06-15 04:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 04:30:00,2013-06-15 04:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 05:00:00,2013-06-15 05:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 05:30:00,2013-06-15 05:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 06:00:00,2013-06-15 06:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 06:30:00,2013-06-15 06:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 07:00:00,2013-06-15 07:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 07:30:00,2013-06-15 07:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 08:00:00,2013-06-15 08:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 08:30:00,2013-06-15 08:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 09:00:00,2013-06-15 09:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 09:30:00,2013-06-15 09:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 10:00:00,2013-06-15 10:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 10:30:00,2013-06-15 10:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 11:00:00,2013-06-15 11:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 11:30:00,2013-06-15 11:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 12:00:00,2013-06-15 12:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 12:30:00,2013-06-15 12:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 13:00:00,2013-06-15 13:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 13:30:00,2013-06-15 13:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 14:00:00,2013-06-15 14:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 14:30:00,2013-06-15 14:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 15:00:00,2013-06-15 15:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 15:30:00,2013-06-15 15:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 16:00:00,2013-06-15 16:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 16:30:00,2013-06-15 16:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 17:00:00,2013-06-15 17:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 17:30:00,2013-06-15 17:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 18:00:00,2013-06-15 18:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 18:30:00,2013-06-15 18:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 19:00:00,2013-06-15 19:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 19:30:00,2013-06-15 19:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 20:00:00,2013-06-15 20:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 20:30:00,2013-06-15 20:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 21:00:00,2013-06-15 21:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 21:30:00,2013-06-15 21:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 22:00:00,2013-06-15 22:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 22:30:00,2013-06-15 22:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 23:00:00,2013-06-15 23:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-15 23:30:00,2013-06-15 23:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 00:00:00,2013-06-16 00:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 00:30:00,2013-06-16 00:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 01:00:00,2013-06-16 01:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 01:30:00,2013-06-16 01:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 02:00:00,2013-06-16 02:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 02:30:00,2013-06-16 02:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 03:00:00,2013-06-16 03:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 03:30:00,2013-06-16 03:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 04:00:00,2013-06-16 04:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 04:30:00,2013-06-16 04:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 05:00:00,2013-06-16 05:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 05:30:00,2013-06-16 05:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 06:00:00,2013-06-16 06:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 06:30:00,2013-06-16 06:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 07:00:00,2013-06-16 07:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 07:30:00,2013-06-16 07:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 08:00:00,2013-06-16 08:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 08:30:00,2013-06-16 08:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 09:00:00,2013-06-16 09:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 09:30:00,2013-06-16 09:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 10:00:00,2013-06-16 10:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 10:30:00,2013-06-16 10:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 11:00:00,2013-06-16 11:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 11:30:00,2013-06-16 11:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 12:00:00,2013-06-16 12:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 12:30:00,2013-06-16 12:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 13:00:00,2013-06-16 13:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 13:30:00,2013-06-16 13:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 14:00:00,2013-06-16 14:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 14:30:00,2013-06-16 14:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 15:00:00,2013-06-16 15:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 15:30:00,2013-06-16 15:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 16:00:00,2013-06-16 16:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 16:30:00,2013-06-16 16:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 17:00:00,2013-06-16 17:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 17:30:00,2013-06-16 17:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 18:00:00,2013-06-16 18:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 18:30:00,2013-06-16 18:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 19:00:00,2013-06-16 19:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 19:30:00,2013-06-16 19:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 20:00:00,2013-06-16 20:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 20:30:00,2013-06-16 20:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 21:00:00,2013-06-16 21:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 21:30:00,2013-06-16 21:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 22:00:00,2013-06-16 22:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 22:30:00,2013-06-16 22:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 23:00:00,2013-06-16 23:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-16 23:30:00,2013-06-16 23:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 00:00:00,2013-06-17 00:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 00:30:00,2013-06-17 00:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 01:00:00,2013-06-17 01:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 01:30:00,2013-06-17 01:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 02:00:00,2013-06-17 02:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 02:30:00,2013-06-17 02:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 03:00:00,2013-06-17 03:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 03:30:00,2013-06-17 03:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 04:00:00,2013-06-17 04:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 04:30:00,2013-06-17 04:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 05:00:00,2013-06-17 05:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 05:30:00,2013-06-17 05:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 06:00:00,2013-06-17 06:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 06:30:00,2013-06-17 06:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 07:00:00,2013-06-17 07:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 07:30:00,2013-06-17 07:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 08:00:00,2013-06-17 08:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 08:30:00,2013-06-17 08:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 09:00:00,2013-06-17 09:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 09:30:00,2013-06-17 09:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 10:00:00,2013-06-17 10:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 10:30:00,2013-06-17 10:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 11:00:00,2013-06-17 11:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 11:30:00,2013-06-17 11:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 12:00:00,2013-06-17 12:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 12:30:00,2013-06-17 12:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 13:00:00,2013-06-17 13:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 13:30:00,2013-06-17 13:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 14:00:00,2013-06-17 14:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 14:30:00,2013-06-17 14:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 15:00:00,2013-06-17 15:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 15:30:00,2013-06-17 15:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 16:00:00,2013-06-17 16:00:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 16:30:00,2013-06-17 16:30:00
GRAND EST,nucleaire,17W100P100P01012,1300.0,0.0,1300.0,2013-06-17 17:00:00,2013-06-17 17:00:00
