region_abr;region;date_heure;date;heure;annee_mois;annee;mois;mois_nom;jour;jour_nom;jour_numero;semaine;jour_ferie;consommation;thermique;nucleaire;eolien;solaire;hydraulique;bioenergies;pompage;ech_physiques;export;import;stockage_batterie;destockage_batterie;tch_thermique_rte;tch_nucleaire_rte;tch_eolien_rte;tch_solaire_rte;tch_hydraulique_rte;tch_bioenergies_rte;cap_prod_max_thermique;ind_prod_thermique;thermique_p_disp;cap_prod_max_nucleaire;ind_prod_nucleaire;nucleaire_p_disp;eolien_p_disp;solaire_p_disp;cap_prod_max_hydraulique;ind_prod_hydraulique;hydraulique_p_disp;cap_prod_max_bioenergies;ind_prod_bioenergies;bioenergies_p_disp;region_p_max;tco_thermique;tco_nucleaire;tco_eolien;tco_solaire;tco_hydraulique;tco_pompage;tco_bioenergies;tco_export;tco_import;tco_stockage_batterie;tco_destockage_batterie
FR-NOR;NORMANDIE;2013-01-01 02:30:00;2013-01-01;02:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;3412.0;435.0;8129.0;135.0;0.0;12.0;53.0;0.0;-5355.0;-5355.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;753.0;0.0;753.0;10640.0;0.0;10640.0;423.0;206.0;22.0;0.0;22.0;87.757;0.0;88.0;12131.3;12.75;238.25;3.96;0.0;0.35;0.0;1.55;-156.95;0.0;0.0;0.0
FR-BRE;BRETAGNE;2013-01-01 02:30:00;2013-01-01;02:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2856.0;58.0;0.0;157.0;0.0;202.0;19.0;-1.0;2419.0;0.0;2419.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;658.0;0.0;658.0;0.0;0.0;0.0;716.0;201.0;11.0;0.0;11.0;35.648;0.0;36.0;1621.37;2.03;0.0;5.5;0.0;7.07;-0.04;0.67;0.0;84.7;0.0;0.0
FR-GES;GRAND EST;2013-01-01 02:30:00;2013-01-01;02:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;4855.0;320.0;9043.0;1247.0;0.0;1193.0;57.0;0.0;-7007.0;-7007.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3378.0;0.0;3378.0;10820.0;0.0;10820.0;1803.0;496.0;2268.0;0.0;2268.0;75.9025;0.0;76.0;18840.15;6.59;186.26;25.68;0.0;24.57;0.0;1.17;-144.33;0.0;0.0;0.0
FR-BFC;BOURGOGNE FRANCHE COMTE;2013-01-01 02:30:00;2013-01-01;02:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2438.0;234.0;0.0;100.0;0.0;105.0;12.0;0.0;1983.0;0.0;1983.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;289.0;0.0;289.0;0.0;0.0;0.0;204.0;224.0;430.0;0.0;430.0;24.39;0.0;24.0;1171.28;9.6;0.0;4.1;0.0;4.31;0.0;0.49;0.0;81.34;0.0;0.0
FR-OCC;OCCITANIE;2013-01-01 02:30:00;2013-01-01;02:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;4768.0;77.0;1551.0;224.0;0.0;733.0;78.0;-649.0;2749.0;0.0;2749.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245.0;0.0;245.0;2620.0;0.0;2620.0;849.0;1040.0;4923.0;0.0;4923.0;126.337;0.0;126.0;9803.6;1.61;32.53;4.7;0.0;15.37;-13.61;1.64;0.0;57.66;0.0;0.0
FR-PAC;PROVENCE ALPES COTE D AZUR;2013-01-01 02:30:00;2013-01-01;02:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;5711.0;316.0;0.0;24.0;0.0;1147.0;59.0;0.0;4163.0;0.0;4163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2095.0;62.0;2033.0;0.0;0.0;0.0;45.0;611.0;3086.0;0.0;3086.0;149.435;0.0;149.0;5987.01;5.53;0.0;0.42;0.0;20.08;0.0;1.03;0.0;72.89;0.0;0.0
FR-PDL;PAYS DE LA LOIRE;2013-01-01 02:30:00;2013-01-01;02:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;3146.0;126.0;0.0;127.0;0.0;1.0;29.0;0.0;2862.0;0.0;2862.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1837.0;0.0;1837.0;0.0;0.0;0.0;454.0;385.0;5.0;0.0;5.0;56.503;0.0;57.0;2737.18;4.01;0.0;4.04;0.0;0.03;0.0;0.92;0.0;90.97;0.0;0.0
FR-ARA;AUVERGNE RHONE ALPES;2013-01-01 02:30:00;2013-01-01;02:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;7909.0;251.0;12228.0;245.0;0.0;2440.0;67.0;-406.0;-6920.0;-6920.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;904.0;0.0;904.0;13570.0;0.0;13570.0;335.0;704.0;10679.0;0.0;10679.0;104.762;0.0;105.0;26297.72;3.17;154.61;3.1;0.0;30.85;-5.13;0.85;-87.5;0.0;0.0;0.0
FR-CVL;CENTRE VAL DE LOIRE;2013-01-01 02:30:00;2013-01-01;02:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2328.0;90.0;9382.0;537.0;0.0;34.0;24.0;0.0;-7740.0;-7740.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;157.0;0.0;157.0;11630.0;0.0;11630.0;662.0;155.0;91.0;0.0;91.0;41.276;0.0;41.0;12735.89;3.87;403.01;23.07;0.0;1.46;0.0;1.03;-332.47;0.0;0.0;0.0
FR-HDF;HAUTS DE FRANCE;2013-01-01 02:30:00;2013-01-01;02:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;5560.0;829.0;4495.0;859.0;0.0;1.0;68.0;0.0;-694.0;-694.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1806.0;0.0;1806.0;5460.0;0.0;5460.0;1527.0;186.0;4.0;0.0;4.0;122.104;0.0;122.0;9105.09;14.91;80.85;15.45;0.0;0.02;0.0;1.22;-12.48;0.0;0.0;0.0
FR-NAQ;NOUVELLE AQUITAINE;2013-01-01 02:30:00;2013-01-01;02:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;5516.0;241.0;5059.0;144.0;0.0;272.0;141.0;0.0;-345.0;-345.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;418.0;0.0;418.0;6630.0;595.0;6035.0;356.0;940.0;1617.0;0.0;1617.0;208.036;0.0;208.0;10169.33;4.37;91.72;2.61;0.0;4.93;0.0;2.56;-6.25;0.0;0.0;0.0
FR-IDF;ILE DE FRANCE;2013-01-01 02:30:00;2013-01-01;02:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;8150.0;677.0;0.0;16.0;0.0;0.0;146.0;0.0;7308.0;0.0;7308.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2121.0;125.0;1996.0;0.0;0.0;0.0;37.0;108.0;19.0;0.0;19.0;262.354;0.0;262.0;2547.44;8.31;0.0;0.2;0.0;0.0;0.0;1.79;0.0;89.67;0.0;0.0
FR-ARA;AUVERGNE RHONE ALPES;2013-01-01 03:00:00;2013-01-01;03:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;7709.0;251.0;12092.0;231.0;0.0;2161.0;67.0;-891.0;-6205.0;-6205.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;904.0;0.0;904.0;13570.0;0.0;13570.0;335.0;704.0;10679.0;0.0;10679.0;104.762;0.0;105.0;26297.72;3.26;156.86;3.0;0.0;28.03;-11.56;0.87;-80.49;0.0;0.0;0.0
FR-OCC;OCCITANIE;2013-01-01 03:00:00;2013-01-01;03:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;4605.0;77.0;1537.0;166.0;0.0;700.0;78.0;-649.0;2692.0;0.0;2692.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245.0;0.0;245.0;2620.0;0.0;2620.0;849.0;1040.0;4923.0;0.0;4923.0;126.337;0.0;126.0;9803.6;1.67;33.38;3.6;0.0;15.2;-14.09;1.69;0.0;58.46;0.0;0.0
FR-NOR;NORMANDIE;2013-01-01 03:00:00;2013-01-01;03:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;3250.0;434.0;7268.0;128.0;0.0;12.0;52.0;0.0;-4645.0;-4645.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;753.0;0.0;753.0;10640.0;0.0;10640.0;423.0;206.0;22.0;0.0;22.0;87.757;0.0;88.0;12131.3;13.35;223.63;3.94;0.0;0.37;0.0;1.6;-142.92;0.0;0.0;0.0
FR-CVL;CENTRE VAL DE LOIRE;2013-01-01 03:00:00;2013-01-01;03:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2349.0;90.0;9255.0;520.0;0.0;33.0;25.0;0.0;-7576.0;-7576.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;157.0;0.0;157.0;11630.0;0.0;11630.0;662.0;155.0;91.0;0.0;91.0;41.276;0.0;41.0;12735.89;3.83;394.0;22.14;0.0;1.4;0.0;1.06;-322.52;0.0;0.0;0.0
FR-PDL;PAYS DE LA LOIRE;2013-01-01 03:00:00;2013-01-01;03:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2949.0;127.0;0.0;124.0;0.0;1.0;29.0;0.0;2667.0;0.0;2667.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1837.0;0.0;1837.0;0.0;0.0;0.0;454.0;385.0;5.0;0.0;5.0;56.503;0.0;57.0;2737.18;4.31;0.0;4.2;0.0;0.03;0.0;0.98;0.0;90.44;0.0;0.0
FR-BFC;BOURGOGNE FRANCHE COMTE;2013-01-01 03:00:00;2013-01-01;03:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2306.0;234.0;0.0;103.0;0.0;105.0;13.0;0.0;1847.0;0.0;1847.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;289.0;0.0;289.0;0.0;0.0;0.0;204.0;224.0;430.0;0.0;430.0;24.39;0.0;24.0;1171.28;10.15;0.0;4.47;0.0;4.55;0.0;0.56;0.0;80.1;0.0;0.0
FR-BRE;BRETAGNE;2013-01-01 03:00:00;2013-01-01;03:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2655.0;58.0;0.0;159.0;0.0;197.0;19.0;-1.0;2220.0;0.0;2220.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;658.0;0.0;658.0;0.0;0.0;0.0;716.0;201.0;11.0;0.0;11.0;35.648;0.0;36.0;1621.37;2.18;0.0;5.99;0.0;7.42;-0.04;0.72;0.0;83.62;0.0;0.0
FR-PAC;PROVENCE ALPES COTE D AZUR;2013-01-01 03:00:00;2013-01-01;03:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;5396.0;316.0;0.0;25.0;0.0;1021.0;58.0;0.0;3974.0;0.0;3974.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2095.0;62.0;2033.0;0.0;0.0;0.0;45.0;611.0;3086.0;0.0;3086.0;149.435;0.0;149.0;5987.01;5.86;0.0;0.46;0.0;18.92;0.0;1.07;0.0;73.65;0.0;0.0
FR-HDF;HAUTS DE FRANCE;2013-01-01 03:00:00;2013-01-01;03:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;5430.0;829.0;4495.0;769.0;0.0;1.0;68.0;0.0;-734.0;-734.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1806.0;0.0;1806.0;5460.0;0.0;5460.0;1527.0;186.0;4.0;0.0;4.0;122.104;0.0;122.0;9105.09;15.27;82.78;14.16;0.0;0.02;0.0;1.25;-13.52;0.0;0.0;0.0
FR-NAQ;NOUVELLE AQUITAINE;2013-01-01 03:00:00;2013-01-01;03:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;5156.0;243.0;5017.0;131.0;0.0;274.0;145.0;0.0;-658.0;-658.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;418.0;0.0;418.0;6630.0;595.0;6035.0;356.0;940.0;1617.0;0.0;1617.0;208.036;0.0;208.0;10169.33;4.71;97.3;2.54;0.0;5.31;0.0;2.81;-12.76;0.0;0.0;0.0
FR-GES;GRAND EST;2013-01-01 03:00:00;2013-01-01;03:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;4712.0;318.0;9000.0;1273.0;0.0;1190.0;56.0;0.0;-7129.0;-7129.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3378.0;0.0;3378.0;10820.0;0.0;10820.0;1803.0;496.0;2268.0;0.0;2268.0;75.9025;0.0;76.0;18840.15;6.75;191.0;27.02;0.0;25.25;0.0;1.19;-151.29;0.0;0.0;0.0
FR-IDF;ILE DE FRANCE;2013-01-01 03:00:00;2013-01-01;03:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;7848.0;680.0;0.0;16.0;0.0;0.0;146.0;0.0;7005.0;0.0;7005.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2121.0;125.0;1996.0;0.0;0.0;0.0;37.0;108.0;19.0;0.0;19.0;262.354;0.0;262.0;2547.44;8.66;0.0;0.2;0.0;0.0;0.0;1.86;0.0;89.26;0.0;0.0
FR-NOR;NORMANDIE;2013-01-01 03:30:00;2013-01-01;03:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;3148.0;434.0;7283.0;133.0;0.0;12.0;54.0;0.0;-4770.0;-4770.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;753.0;0.0;753.0;10640.0;0.0;10640.0;423.0;206.0;22.0;0.0;22.0;87.757;0.0;88.0;12131.3;13.79;231.35;4.22;0.0;0.38;0.0;1.72;-151.52;0.0;0.0;0.0
FR-OCC;OCCITANIE;2013-01-01 03:30:00;2013-01-01;03:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;4456.0;78.0;1577.0;125.0;0.0;678.0;76.0;-649.0;2566.0;0.0;2566.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245.0;0.0;245.0;2620.0;0.0;2620.0;849.0;1040.0;4923.0;0.0;4923.0;126.337;0.0;126.0;9803.6;1.75;35.39;2.81;0.0;15.22;-14.56;1.71;0.0;57.59;0.0;0.0
FR-NAQ;NOUVELLE AQUITAINE;2013-01-01 03:30:00;2013-01-01;03:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;4970.0;248.0;4994.0;131.0;0.0;280.0;143.0;0.0;-831.0;-831.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;418.0;0.0;418.0;6630.0;595.0;6035.0;356.0;940.0;1617.0;0.0;1617.0;208.036;0.0;208.0;10169.33;4.99;100.48;2.64;0.0;5.63;0.0;2.88;-16.72;0.0;0.0;0.0
FR-PDL;PAYS DE LA LOIRE;2013-01-01 03:30:00;2013-01-01;03:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2797.0;126.0;0.0;122.0;0.0;1.0;29.0;0.0;2518.0;0.0;2518.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1837.0;0.0;1837.0;0.0;0.0;0.0;454.0;385.0;5.0;0.0;5.0;56.503;0.0;57.0;2737.18;4.5;0.0;4.36;0.0;0.04;0.0;1.04;0.0;90.03;0.0;0.0
FR-BFC;BOURGOGNE FRANCHE COMTE;2013-01-01 03:30:00;2013-01-01;03:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2335.0;235.0;0.0;118.0;0.0;105.0;11.0;0.0;1861.0;0.0;1861.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;289.0;0.0;289.0;0.0;0.0;0.0;204.0;224.0;430.0;0.0;430.0;24.39;0.0;24.0;1171.28;10.06;0.0;5.05;0.0;4.5;0.0;0.47;0.0;79.7;0.0;0.0
FR-GES;GRAND EST;2013-01-01 03:30:00;2013-01-01;03:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;4573.0;320.0;8996.0;1294.0;0.0;1189.0;56.0;0.0;-7285.0;-7285.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3378.0;0.0;3378.0;10820.0;0.0;10820.0;1803.0;496.0;2268.0;0.0;2268.0;75.9025;0.0;76.0;18840.15;7.0;196.72;28.3;0.0;26.0;0.0;1.22;-159.3;0.0;0.0;0.0
FR-CVL;CENTRE VAL DE LOIRE;2013-01-01 03:30:00;2013-01-01;03:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2132.0;90.0;7698.0;543.0;0.0;34.0;24.0;0.0;-6258.0;-6258.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;157.0;0.0;157.0;11630.0;0.0;11630.0;662.0;155.0;91.0;0.0;91.0;41.276;0.0;41.0;12735.89;4.22;361.07;25.47;0.0;1.59;0.0;1.13;-293.53;0.0;0.0;0.0
FR-BRE;BRETAGNE;2013-01-01 03:30:00;2013-01-01;03:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2517.0;58.0;0.0;158.0;0.0;198.0;19.0;-1.0;2083.0;0.0;2083.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;658.0;0.0;658.0;0.0;0.0;0.0;716.0;201.0;11.0;0.0;11.0;35.648;0.0;36.0;1621.37;2.3;0.0;6.28;0.0;7.87;-0.04;0.75;0.0;82.76;0.0;0.0
FR-PAC;PROVENCE ALPES COTE D AZUR;2013-01-01 03:30:00;2013-01-01;03:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;5286.0;316.0;0.0;23.0;0.0;1018.0;59.0;0.0;3867.0;0.0;3867.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2095.0;62.0;2033.0;0.0;0.0;0.0;45.0;611.0;3086.0;0.0;3086.0;149.435;0.0;149.0;5987.01;5.98;0.0;0.44;0.0;19.26;0.0;1.12;0.0;73.16;0.0;0.0
FR-HDF;HAUTS DE FRANCE;2013-01-01 03:30:00;2013-01-01;03:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;5187.0;829.0;4494.0;703.0;0.0;1.0;68.0;0.0;-911.0;-911.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1806.0;0.0;1806.0;5460.0;0.0;5460.0;1527.0;186.0;4.0;0.0;4.0;122.104;0.0;122.0;9105.09;15.98;86.64;13.55;0.0;0.02;0.0;1.31;-17.56;0.0;0.0;0.0
FR-ARA;AUVERGNE RHONE ALPES;2013-01-01 03:30:00;2013-01-01;03:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;7561.0;251.0;11964.0;222.0;0.0;2090.0;67.0;-1208.0;-5829.0;-5829.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;904.0;0.0;904.0;13570.0;0.0;13570.0;335.0;704.0;10679.0;0.0;10679.0;104.762;0.0;105.0;26297.72;3.32;158.23;2.94;0.0;27.64;-15.98;0.89;-77.09;0.0;0.0;0.0
FR-IDF;ILE DE FRANCE;2013-01-01 03:30:00;2013-01-01;03:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;7667.0;678.0;0.0;16.0;0.0;0.0;148.0;0.0;6823.0;0.0;6823.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2121.0;125.0;1996.0;0.0;0.0;0.0;37.0;108.0;19.0;0.0;19.0;262.354;0.0;262.0;2547.44;8.84;0.0;0.21;0.0;0.0;0.0;1.93;0.0;88.99;0.0;0.0
FR-ARA;AUVERGNE RHONE ALPES;2013-01-01 04:00:00;2013-01-01;04:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;7383.0;252.0;11302.0;221.0;0.0;2114.0;66.0;-1769.0;-4807.0;-4807.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;904.0;0.0;904.0;13570.0;0.0;13570.0;335.0;704.0;10679.0;0.0;10679.0;104.762;0.0;105.0;26297.72;3.41;153.08;2.99;0.0;28.63;-23.96;0.89;-65.11;0.0;0.0;0.0
FR-NAQ;NOUVELLE AQUITAINE;2013-01-01 04:00:00;2013-01-01;04:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;4736.0;247.0;5020.0;119.0;0.0;278.0;143.0;0.0;-1076.0;-1076.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;418.0;0.0;418.0;6630.0;595.0;6035.0;356.0;940.0;1617.0;0.0;1617.0;208.036;0.0;208.0;10169.33;5.22;106.0;2.51;0.0;5.87;0.0;3.02;-22.72;0.0;0.0;0.0
FR-NOR;NORMANDIE;2013-01-01 04:00:00;2013-01-01;04:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;3069.0;432.0;7334.0;132.0;0.0;12.0;54.0;0.0;-4897.0;-4897.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;753.0;0.0;753.0;10640.0;0.0;10640.0;423.0;206.0;22.0;0.0;22.0;87.757;0.0;88.0;12131.3;14.08;238.97;4.3;0.0;0.39;0.0;1.76;-159.56;0.0;0.0;0.0
FR-BRE;BRETAGNE;2013-01-01 04:00:00;2013-01-01;04:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2406.0;58.0;0.0;168.0;0.0;202.0;19.0;-1.0;1958.0;0.0;1958.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;658.0;0.0;658.0;0.0;0.0;0.0;716.0;201.0;11.0;0.0;11.0;35.648;0.0;36.0;1621.37;2.41;0.0;6.98;0.0;8.4;-0.04;0.79;0.0;81.38;0.0;0.0
FR-BFC;BOURGOGNE FRANCHE COMTE;2013-01-01 04:00:00;2013-01-01;04:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2203.0;234.0;0.0;132.0;0.0;105.0;12.0;0.0;1715.0;0.0;1715.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;289.0;0.0;289.0;0.0;0.0;0.0;204.0;224.0;430.0;0.0;430.0;24.39;0.0;24.0;1171.28;10.62;0.0;5.99;0.0;4.77;0.0;0.54;0.0;77.85;0.0;0.0
FR-HDF;HAUTS DE FRANCE;2013-01-01 04:00:00;2013-01-01;04:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;5105.0;827.0;4496.0;637.0;0.0;1.0;67.0;0.0;-926.0;-926.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1806.0;0.0;1806.0;5460.0;0.0;5460.0;1527.0;186.0;4.0;0.0;4.0;122.104;0.0;122.0;9105.09;16.2;88.07;12.48;0.0;0.02;0.0;1.31;-18.14;0.0;0.0;0.0
FR-GES;GRAND EST;2013-01-01 04:00:00;2013-01-01;04:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;4437.0;320.0;8951.0;1341.0;0.0;1187.0;56.0;-362.0;-7059.0;-7059.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3378.0;0.0;3378.0;10820.0;0.0;10820.0;1803.0;496.0;2268.0;0.0;2268.0;75.9025;0.0;76.0;18840.15;7.21;201.74;30.22;0.0;26.75;-8.16;1.26;-159.09;0.0;0.0;0.0
FR-PDL;PAYS DE LA LOIRE;2013-01-01 04:00:00;2013-01-01;04:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2693.0;126.0;0.0;138.0;0.0;0.0;29.0;0.0;2396.0;0.0;2396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1837.0;0.0;1837.0;0.0;0.0;0.0;454.0;385.0;5.0;0.0;5.0;56.503;0.0;57.0;2737.18;4.68;0.0;5.12;0.0;0.0;0.0;1.08;0.0;88.97;0.0;0.0
FR-CVL;CENTRE VAL DE LOIRE;2013-01-01 04:00:00;2013-01-01;04:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2091.0;90.0;7532.0;542.0;0.0;34.0;25.0;0.0;-6134.0;-6134.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;157.0;0.0;157.0;11630.0;0.0;11630.0;662.0;155.0;91.0;0.0;91.0;41.276;0.0;41.0;12735.89;4.3;360.21;25.92;0.0;1.63;0.0;1.2;-293.35;0.0;0.0;0.0
FR-IDF;ILE DE FRANCE;2013-01-01 04:00:00;2013-01-01;04:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;7440.0;678.0;0.0;15.0;0.0;0.0;146.0;0.0;6600.0;0.0;6600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2121.0;125.0;1996.0;0.0;0.0;0.0;37.0;108.0;19.0;0.0;19.0;262.354;0.0;262.0;2547.44;9.11;0.0;0.2;0.0;0.0;0.0;1.96;0.0;88.71;0.0;0.0
FR-OCC;OCCITANIE;2013-01-01 04:00:00;2013-01-01;04:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;4298.0;77.0;1579.0;102.0;0.0;652.0;77.0;-648.0;2454.0;0.0;2454.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245.0;0.0;245.0;2620.0;0.0;2620.0;849.0;1040.0;4923.0;0.0;4923.0;126.337;0.0;126.0;9803.6;1.79;36.74;2.37;0.0;15.17;-15.08;1.79;0.0;57.1;0.0;0.0
FR-PAC;PROVENCE ALPES COTE D AZUR;2013-01-01 04:00:00;2013-01-01;04:00:00;2013-01;2013;1;Jan;1;Tue;001;00;False;4926.0;316.0;0.0;21.0;0.0;1028.0;34.0;0.0;3526.0;0.0;3526.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2095.0;62.0;2033.0;0.0;0.0;0.0;45.0;611.0;3086.0;0.0;3086.0;149.435;0.0;149.0;5987.01;6.41;0.0;0.43;0.0;20.87;0.0;0.69;0.0;71.58;0.0;0.0
FR-NOR;NORMANDIE;2013-01-01 04:30:00;2013-01-01;04:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;2994.0;431.0;7295.0;142.0;0.0;14.0;54.0;0.0;-4945.0;-4945.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;753.0;0.0;753.0;10640.0;0.0;10640.0;423.0;206.0;22.0;0.0;22.0;87.757;0.0;88.0;12131.3;14.4;243.65;4.74;0.0;0.47;0.0;1.8;-165.16;0.0;0.0;0.0
FR-OCC;OCCITANIE;2013-01-01 04:30:00;2013-01-01;04:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;4201.0;77.0;1583.0;95.0;0.0;621.0;77.0;-646.0;2388.0;0.0;2388.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245.0;0.0;245.0;2620.0;0.0;2620.0;849.0;1040.0;4923.0;0.0;4923.0;126.337;0.0;126.0;9803.6;1.83;37.68;2.26;0.0;14.78;-15.38;1.83;0.0;56.84;0.0;0.0
FR-NAQ;NOUVELLE AQUITAINE;2013-01-01 04:30:00;2013-01-01;04:30:00;2013-01;2013;1;Jan;1;Tue;001;00;False;4556.0;246.0;4208.0;99.0;0.0;273.0;145.0;0.0;-418.0;-418.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;418.0;0.0;418.0;6630.0;1495.0;5135.0;356.0;940.0;1617.0;0.0;1617.0;208.036;0.0;208.0;10169.33;5.4;92.36;2.17;0.0;5.99;0.0;3.18;-9.17;0.0;0.0;0.0
