region,date_heure,annee,jour_numero,heure,jour_fractionnel,thermique,nucleaire,eolien,solaire,hydraulique,bioenergies,pompage,ech_physiques,stockage_batterie,destockage_batterie,cap_prod_max_thermique,thermique_p_disp,cap_prod_max_nucleaire,nucleaire_p_disp,eolien_p_disp,solaire_p_disp,cap_prod_max_hydraulique,hydraulique_p_disp,cap_prod_max_bioenergies,bioenergies_p_disp,population
OCCITANIE,2020-08-20 19:30:00,2020,233,19:30:00,233.81,0.0,1211.0,874.0,210.0,1735.0,70.0,0.0,478.0,0.0,0.0,314.0,314.0,2620.0,1310.0,1593.0,2272.0,5494.0,5243.0,171.0,171.0,5973969
GRAND EST,2019-08-23 10:00:00,2019,235,10:00:00,235.42,1175.0,6864.0,87.0,347.0,1512.0,124.0,0.0,-5498.0,0.0,0.0,3531.0,3104.0,10820.0,9580.0,3445.0,591.0,2303.0,2032.0,172.0,172.0,5556219
OCCITANIE,2020-04-27 21:30:00,2020,118,21:30:00,118.9,1.0,2556.0,182.0,0.0,2603.0,87.0,-14.0,-2014.0,0.0,0.0,314.0,314.0,2620.0,2620.0,1579.0,2204.0,5492.0,5315.0,171.0,171.0,5973969
NOUVELLE AQUITAINE,2022-03-28 07:00:00,2022,87,07:00:00,87.29,166.0,2717.0,430.0,1.0,513.0,142.0,0.0,655.0,0.0,0.0,578.0,578.0,6630.0,5428.0,1429.0,3561.0,1784.0,1672.0,356.0,356.0,6098051
ILE DE FRANCE,2019-11-01 20:30:00,2019,305,20:30:00,305.85,362.0,0.0,78.0,0.0,7.0,160.0,0.0,7374.0,0.0,0.0,2170.0,2106.0,0.0,0.0,108.0,143.0,20.0,20.0,314.0,314.0,12262544
HAUTS DE FRANCE,2015-09-18 20:00:00,2015,261,20:00:00,261.83,557.0,3528.0,290.0,0.0,1.0,100.0,0.0,1333.0,0.0,0.0,2301.0,2051.0,5460.0,4793.0,2774.0,213.0,5.0,5.0,160.0,160.0,6009976
ILE DE FRANCE,2020-12-13 20:30:00,2020,348,20:30:00,348.85,518.0,0.0,68.0,0.0,3.0,116.0,0.0,9538.0,0.0,0.0,2171.0,2171.0,0.0,0.0,125.0,169.0,20.0,20.0,314.0,314.0,12271794
NOUVELLE AQUITAINE,2022-05-30 17:30:00,2022,150,17:30:00,150.73,33.0,2673.0,21.0,1904.0,170.0,185.0,0.0,-930.0,0.0,0.0,579.0,579.0,6630.0,5525.0,1465.0,3617.0,1785.0,1678.0,356.0,356.0,6098051
BRETAGNE,2013-06-10 02:30:00,2013,161,02:30:00,161.1,0.0,0.0,5.0,0.0,182.0,18.0,0.0,1557.0,0.0,0.0,660.0,660.0,0.0,0.0,722.0,204.0,11.0,11.0,37.0,37.0,3258707
ILE DE FRANCE,2016-04-13 11:00:00,2016,104,11:00:00,104.46,347.0,0.0,1.0,28.0,8.0,98.0,0.0,8809.0,0.0,0.0,2149.0,1967.0,0.0,0.0,61.0,114.0,19.0,19.0,300.0,300.0,12117132
CENTRE VAL DE LOIRE,2013-07-05 16:30:00,2013,186,16:30:00,186.69,6.0,7673.0,12.0,92.0,2.0,28.0,0.0,-6050.0,0.0,0.0,162.0,162.0,11630.0,11630.0,697.0,211.0,91.0,91.0,56.0,56.0,2570548
PAYS DE LA LOIRE,2019-02-03 13:30:00,2019,34,13:30:00,34.56,615.0,0.0,33.0,283.0,4.0,50.0,0.0,2842.0,0.0,0.0,2034.0,1647.0,0.0,0.0,897.0,562.0,8.0,8.0,70.0,70.0,3806461
PROVENCE ALPES COTE D AZUR,2013-03-01 08:00:00,2013,60,08:00:00,60.33,2181.0,0.0,10.0,3.0,2002.0,45.0,0.0,1871.0,0.0,0.0,2590.0,2528.0,0.0,0.0,45.0,671.0,3158.0,3158.0,149.0,149.0,4953675
CENTRE VAL DE LOIRE,2019-10-01 05:30:00,2019,274,05:30:00,274.23,14.0,4173.0,563.0,0.0,0.0,60.0,0.0,-3340.0,0.0,0.0,229.0,229.0,11630.0,10646.0,1195.0,327.0,91.0,91.0,86.0,86.0,2573180
PROVENCE ALPES COTE D AZUR,2014-11-03 18:30:00,2014,307,18:30:00,307.77,2017.0,0.0,41.0,1.0,1324.0,54.0,0.0,1691.0,0.0,0.0,2595.0,2321.0,0.0,0.0,45.0,875.0,3168.0,3168.0,170.0,170.0,4983438
PAYS DE LA LOIRE,2018-05-17 21:30:00,2018,137,21:30:00,137.9,6.0,0.0,88.0,1.0,3.0,51.0,0.0,2415.0,0.0,0.0,1968.0,1678.0,0.0,0.0,804.0,542.0,8.0,8.0,69.0,69.0,3781423
NOUVELLE AQUITAINE,2017-07-18 20:00:00,2017,199,20:00:00,199.83,41.0,4049.0,112.0,218.0,333.0,136.0,0.0,236.0,0.0,0.0,465.0,465.0,6630.0,5369.0,752.0,1974.0,1780.0,1669.0,306.0,306.0,5956978
HAUTS DE FRANCE,2019-12-29 22:30:00,2019,363,22:30:00,363.94,860.0,4585.0,1616.0,0.0,2.0,115.0,0.0,-1040.0,0.0,0.0,2970.0,2832.0,5460.0,4550.0,4895.0,240.0,5.0,5.0,180.0,180.0,6004947
GRAND EST,2013-02-16 22:00:00,2013,47,22:00:00,47.92,2590.0,9689.0,142.0,0.0,984.0,59.0,0.0,-7398.0,0.0,0.0,3398.0,3398.0,10820.0,10820.0,1812.0,500.0,2280.0,2280.0,86.0,86.0,5552388
BRETAGNE,2021-11-06 03:00:00,2021,310,03:00:00,310.12,140.0,0.0,41.0,0.0,202.0,48.0,-1.0,2176.0,0.0,0.0,1428.0,982.0,0.0,0.0,1106.0,348.0,272.0,272.0,82.0,82.0,3394567
AUVERGNE RHONE ALPES,2022-07-20 22:00:00,2022,201,22:00:00,201.92,403.0,6478.0,129.0,0.0,3637.0,113.0,-12.0,-3909.0,0.0,0.0,1048.0,628.0,13570.0,12643.0,723.0,1727.0,11787.0,11615.0,208.0,208.0,8155762
PROVENCE ALPES COTE D AZUR,2015-10-27 03:30:00,2015,300,03:30:00,300.15,314.0,0.0,8.0,0.0,294.0,88.0,0.0,3085.0,0.0,0.0,2610.0,2164.0,0.0,0.0,48.0,968.0,3174.0,3174.0,183.0,183.0,5007977
BRETAGNE,2021-06-14 17:30:00,2021,165,17:30:00,165.73,1.0,0.0,121.0,132.0,167.0,51.0,-1.0,1787.0,0.0,0.0,982.0,982.0,0.0,0.0,1093.0,324.0,272.0,272.0,81.0,81.0,3394567
BRETAGNE,2019-08-09 05:30:00,2019,221,05:30:00,221.23,1.0,0.0,471.0,0.0,0.0,53.0,-1.0,1134.0,0.0,0.0,960.0,960.0,0.0,0.0,1021.0,268.0,270.0,270.0,74.0,74.0,3354854
NOUVELLE AQUITAINE,2016-05-19 06:00:00,2016,140,06:00:00,140.25,34.0,4182.0,103.0,-1.0,426.0,149.0,0.0,-1081.0,0.0,0.0,429.0,429.0,6630.0,5428.0,579.0,1857.0,1778.0,1672.0,280.0,280.0,5935603
PAYS DE LA LOIRE,2017-10-04 15:00:00,2017,277,15:00:00,277.62,562.0,0.0,1.0,272.0,0.0,45.0,0.0,2112.0,0.0,0.0,1921.0,1476.0,0.0,0.0,735.0,506.0,8.0,8.0,66.0,66.0,3757600
ILE DE FRANCE,2017-03-28 01:30:00,2017,87,01:30:00,87.06,381.0,0.0,1.0,0.0,10.0,124.0,0.0,6145.0,0.0,0.0,2149.0,1610.0,0.0,0.0,73.0,116.0,19.0,19.0,301.0,301.0,12174880
CENTRE VAL DE LOIRE,2014-04-05 21:30:00,2014,95,21:30:00,95.9,0.0,9588.0,53.0,0.0,13.0,44.0,0.0,-7784.0,0.0,0.0,162.0,162.0,11630.0,11630.0,749.0,215.0,91.0,91.0,56.0,56.0,2577435
ILE DE FRANCE,2013-01-15 11:30:00,2013,15,11:30:00,15.48,1019.0,0.0,10.0,1.0,0.0,116.0,0.0,12665.0,0.0,0.0,2121.0,1536.0,0.0,0.0,37.0,108.0,19.0,19.0,262.0,262.0,11959807
CENTRE VAL DE LOIRE,2018-06-06 15:00:00,2018,157,15:00:00,157.62,1.0,8169.0,59.0,90.0,43.0,50.0,0.0,-6466.0,0.0,0.0,216.0,216.0,11630.0,10809.0,1014.0,288.0,91.0,91.0,76.0,76.0,2572853
NOUVELLE AQUITAINE,2017-05-06 09:30:00,2017,126,09:30:00,126.4,48.0,5575.0,353.0,334.0,589.0,156.0,0.0,-2816.0,0.0,0.0,465.0,465.0,6630.0,5835.0,742.0,1959.0,1780.0,1669.0,306.0,306.0,5956978
OCCITANIE,2016-05-02 10:30:00,2016,123,10:30:00,123.44,0.0,2401.0,610.0,755.0,1947.0,91.0,0.0,-1268.0,0.0,0.0,266.0,266.0,2620.0,2443.0,1098.0,1574.0,5462.0,5235.0,137.0,137.0,5808435
NORMANDIE,2015-04-07 13:30:00,2015,97,13:30:00,97.56,541.0,9067.0,22.0,81.0,14.0,61.0,0.0,-6231.0,0.0,0.0,761.0,761.0,10640.0,9310.0,510.0,214.0,24.0,24.0,94.0,94.0,3339131
NORMANDIE,2015-04-01 12:30:00,2015,91,12:30:00,91.52,207.0,9100.0,332.0,64.0,23.0,64.0,0.0,-5801.0,0.0,0.0,761.0,761.0,10640.0,9310.0,510.0,214.0,24.0,24.0,94.0,94.0,3339131
GRAND EST,2016-01-27 11:00:00,2016,27,11:00:00,27.46,1409.0,12278.0,1664.0,59.0,1232.0,102.0,0.0,-9878.0,0.0,0.0,3424.0,3424.0,10820.0,10820.0,2569.0,525.0,2285.0,2083.0,119.0,119.0,5555186
PAYS DE LA LOIRE,2019-06-22 04:30:00,2019,173,04:30:00,173.19,6.0,0.0,208.0,0.0,0.0,48.0,0.0,1547.0,0.0,0.0,2037.0,1694.0,0.0,0.0,926.0,585.0,8.0,8.0,71.0,71.0,3806461
GRAND EST,2018-10-18 19:30:00,2018,291,19:30:00,291.81,1634.0,9393.0,1959.0,0.0,734.0,88.0,0.0,-8044.0,0.0,0.0,3523.0,2928.0,10820.0,9755.0,3155.0,559.0,2301.0,1997.0,161.0,161.0,5550389
AUVERGNE RHONE ALPES,2015-04-14 18:30:00,2015,104,18:30:00,104.77,64.0,10237.0,51.0,160.0,3453.0,85.0,-3.0,-6968.0,0.0,0.0,944.0,944.0,13570.0,12445.0,372.0,863.0,11181.0,10882.0,141.0,141.0,7877698
BOURGOGNE FRANCHE COMTE,2015-09-26 04:30:00,2015,269,04:30:00,269.19,21.0,0.0,93.0,0.0,30.0,24.0,0.0,1494.0,0.0,0.0,325.0,80.0,0.0,0.0,396.0,262.0,513.0,513.0,29.0,29.0,2820940
NORMANDIE,2015-03-29 20:00:00,2015,88,20:00:00,88.83,301.0,7457.0,469.0,0.0,24.0,66.0,0.0,-5036.0,0.0,0.0,761.0,761.0,10640.0,9310.0,510.0,214.0,24.0,24.0,94.0,94.0,3339131
HAUTS DE FRANCE,2017-05-31 03:30:00,2017,151,03:30:00,151.15,940.0,2647.0,371.0,0.0,1.0,107.0,0.0,384.0,0.0,0.0,2900.0,2325.0,5460.0,4550.0,3488.0,215.0,5.0,5.0,165.0,165.0,6003815
GRAND EST,2020-08-15 19:30:00,2020,228,19:30:00,228.81,661.0,6342.0,5.0,55.0,911.0,127.0,0.0,-4407.0,0.0,0.0,3535.0,3076.0,10820.0,9832.0,3724.0,631.0,2305.0,1901.0,185.0,185.0,5562651
NORMANDIE,2021-12-20 15:30:00,2021,354,15:30:00,354.65,521.0,6314.0,136.0,5.0,13.0,85.0,0.0,-2894.0,0.0,0.0,852.0,852.0,10640.0,9443.0,893.0,304.0,31.0,31.0,148.0,148.0,3327966
BOURGOGNE FRANCHE COMTE,2017-07-17 17:00:00,2017,198,17:00:00,198.71,52.0,0.0,15.0,103.0,12.0,20.0,0.0,2198.0,0.0,0.0,331.0,331.0,0.0,0.0,605.0,270.0,519.0,519.0,33.0,33.0,2811423
NOUVELLE AQUITAINE,2020-01-01 18:30:00,2020,1,18:30:00,1.77,164.0,5712.0,178.0,0.0,888.0,175.0,0.0,-1431.0,0.0,0.0,571.0,571.0,6630.0,5720.0,1075.0,2615.0,1783.0,1678.0,340.0,340.0,6033952
PROVENCE ALPES COTE D AZUR,2015-09-18 07:00:00,2015,261,07:00:00,261.29,335.0,0.0,5.0,0.0,876.0,86.0,0.0,2706.0,0.0,0.0,2610.0,2215.0,0.0,0.0,48.0,949.0,3168.0,3168.0,183.0,183.0,5007977
ILE DE FRANCE,2018-05-04 21:00:00,2018,124,21:00:00,124.88,-2.0,0.0,24.0,0.0,8.0,168.0,0.0,6832.0,0.0,0.0,2157.0,2109.0,0.0,0.0,88.0,122.0,20.0,20.0,306.0,306.0,12213447
CENTRE VAL DE LOIRE,2020-03-06 07:00:00,2020,66,07:00:00,66.29,103.0,9792.0,455.0,0.0,51.0,57.0,0.0,-7406.0,0.0,0.0,229.0,229.0,11630.0,10740.0,1238.0,360.0,92.0,92.0,86.0,86.0,2574863
PAYS DE LA LOIRE,2015-05-21 04:00:00,2015,141,04:00:00,141.17,11.0,0.0,84.0,0.0,2.0,29.0,0.0,2112.0,0.0,0.0,1867.0,1274.0,0.0,0.0,560.0,451.0,7.0,7.0,61.0,61.0,3718512
HAUTS DE FRANCE,2014-11-22 06:30:00,2014,326,06:30:00,326.27,480.0,5211.0,525.0,0.0,2.0,115.0,0.0,-471.0,0.0,0.0,2301.0,2301.0,5460.0,5460.0,2524.0,212.0,5.0,5.0,142.0,142.0,6006156
OCCITANIE,2016-09-09 05:30:00,2016,253,05:30:00,253.23,1.0,2397.0,178.0,0.0,412.0,100.0,-210.0,135.0,0.0,0.0,266.0,266.0,2620.0,2620.0,1142.0,1624.0,5463.0,5133.0,139.0,139.0,5808435
BOURGOGNE FRANCHE COMTE,2019-04-20 03:00:00,2019,110,03:00:00,110.12,60.0,0.0,56.0,0.0,140.0,48.0,-10.0,1581.0,0.0,0.0,401.0,401.0,0.0,0.0,812.0,334.0,520.0,520.0,67.0,67.0,2805580
OCCITANIE,2023-01-23 04:00:00,2023,23,04:00:00,23.17,90.0,1269.0,589.0,0.0,813.0,84.0,-871.0,4056.0,0.0,0.0,326.0,326.0,2620.0,1310.0,1667.0,3139.0,5505.0,5278.0,175.0,175.0,6101005
BRETAGNE,2016-09-13 18:00:00,2016,257,18:00:00,257.75,1.0,0.0,175.0,22.0,5.0,33.0,-19.0,2044.0,0.0,0.0,773.0,688.0,0.0,0.0,877.0,230.0,275.0,275.0,57.0,57.0,3306529
HAUTS DE FRANCE,2014-07-28 13:00:00,2014,209,13:00:00,209.54,249.0,4341.0,214.0,32.0,1.0,75.0,0.0,646.0,0.0,0.0,2289.0,2289.0,5460.0,5460.0,2351.0,212.0,5.0,5.0,139.0,139.0,6006156
AUVERGNE RHONE ALPES,2017-02-04 04:00:00,2017,35,04:00:00,35.17,216.0,9909.0,317.0,0.0,2095.0,118.0,-1801.0,-2589.0,0.0,0.0,984.0,984.0,13570.0,12661.0,425.0,938.0,11238.0,11036.0,177.0,177.0,7948287
GRAND EST,2015-08-22 01:00:00,2015,234,01:00:00,234.04,25.0,10574.0,693.0,0.0,716.0,66.0,-358.0,-7845.0,0.0,0.0,3420.0,3199.0,10820.0,9550.0,2460.0,525.0,2284.0,2284.0,119.0,119.0,5559051
BRETAGNE,2020-07-12 08:00:00,2020,194,08:00:00,194.33,1.0,0.0,208.0,18.0,108.0,54.0,-1.0,1038.0,0.0,0.0,978.0,978.0,0.0,0.0,1028.0,285.0,272.0,272.0,79.0,79.0,3373835
PAYS DE LA LOIRE,2013-10-10 10:30:00,2013,283,10:30:00,283.44,1447.0,0.0,76.0,97.0,0.0,36.0,0.0,1496.0,0.0,0.0,1837.0,1837.0,0.0,0.0,490.0,396.0,6.0,6.0,58.0,58.0,3660852
BRETAGNE,2020-03-17 10:00:00,2020,77,10:00:00,77.42,247.0,0.0,6.0,87.0,20.0,45.0,0.0,2913.0,0.0,0.0,978.0,978.0,0.0,0.0,1028.0,279.0,272.0,272.0,78.0,78.0,3373835
AUVERGNE RHONE ALPES,2018-05-11 01:00:00,2018,131,01:00:00,131.04,19.0,8235.0,138.0,0.0,4043.0,126.0,-664.0,-6165.0,0.0,0.0,1000.0,1000.0,13570.0,12611.0,578.0,1044.0,11259.0,11049.0,179.0,179.0,7994459
BOURGOGNE FRANCHE COMTE,2018-08-18 05:00:00,2018,230,05:00:00,230.21,26.0,0.0,136.0,0.0,7.0,32.0,-1.0,1164.0,0.0,0.0,386.0,386.0,0.0,0.0,708.0,309.0,520.0,443.0,37.0,37.0,2807807
PAYS DE LA LOIRE,2023-01-14 23:00:00,2023,14,23:00:00,14.96,148.0,0.0,883.0,0.0,6.0,58.0,0.0,2131.0,0.0,0.0,2068.0,1669.0,0.0,0.0,1707.0,941.0,10.0,10.0,80.0,80.0,3907426
HAUTS DE FRANCE,2013-07-24 06:00:00,2013,205,06:00:00,205.25,401.0,4411.0,113.0,0.0,1.0,75.0,0.0,-291.0,0.0,0.0,2268.0,2268.0,5460.0,5460.0,2193.0,210.0,5.0,5.0,139.0,139.0,5987883
PAYS DE LA LOIRE,2020-12-21 04:00:00,2020,356,04:00:00,356.17,167.0,0.0,826.0,0.0,6.0,48.0,0.0,1679.0,0.0,0.0,2054.0,1898.0,0.0,0.0,1046.0,682.0,10.0,10.0,77.0,77.0,3832120
ILE DE FRANCE,2016-06-25 11:30:00,2016,177,11:30:00,177.48,-3.0,0.0,2.0,48.0,0.0,156.0,0.0,6647.0,0.0,0.0,2149.0,1576.0,0.0,0.0,61.0,114.0,19.0,19.0,300.0,300.0,12117132
AUVERGNE RHONE ALPES,2013-12-04 19:00:00,2013,338,19:00:00,338.79,215.0,12289.0,116.0,0.0,5875.0,80.0,-6.0,-7584.0,0.0,0.0,926.0,926.0,13570.0,13570.0,335.0,747.0,11128.0,11128.0,125.0,125.0,7757595
GRAND EST,2017-04-24 00:30:00,2017,114,00:30:00,114.02,160.0,7349.0,660.0,0.0,655.0,81.0,0.0,-4172.0,0.0,0.0,3453.0,2858.0,10820.0,9494.0,2879.0,536.0,2298.0,2024.0,140.0,140.0,5549586
BRETAGNE,2021-06-26 23:30:00,2021,177,23:30:00,177.98,1.0,0.0,31.0,0.0,0.0,55.0,-1.0,2000.0,0.0,0.0,982.0,982.0,0.0,0.0,1093.0,325.0,272.0,272.0,81.0,81.0,3394567
PROVENCE ALPES COTE D AZUR,2014-12-29 01:30:00,2014,363,01:30:00,363.06,232.0,0.0,42.0,0.0,1072.0,73.0,0.0,4853.0,0.0,0.0,2600.0,2355.0,0.0,0.0,45.0,879.0,3168.0,3168.0,183.0,183.0,4983438
HAUTS DE FRANCE,2019-02-11 12:30:00,2019,42,12:30:00,42.52,1668.0,5359.0,351.0,44.0,2.0,111.0,0.0,-32.0,0.0,0.0,2969.0,2470.0,5460.0,5341.0,4378.0,235.0,5.0,5.0,177.0,177.0,6004947
ILE DE FRANCE,2014-08-24 22:00:00,2014,236,22:00:00,236.92,-4.0,0.0,2.0,0.0,7.0,112.0,0.0,5755.0,0.0,0.0,2122.0,2122.0,0.0,0.0,37.0,111.0,19.0,19.0,282.0,282.0,12027565
NOUVELLE AQUITAINE,2021-06-23 06:30:00,2021,174,06:30:00,174.27,26.0,3165.0,76.0,2.0,147.0,180.0,0.0,-118.0,0.0,0.0,578.0,578.0,6630.0,6630.0,1301.0,3119.0,1784.0,1784.0,354.0,354.0,6069352
GRAND EST,2013-04-09 05:00:00,2013,99,05:00:00,99.21,1445.0,9299.0,487.0,0.0,639.0,40.0,-530.0,-5801.0,0.0,0.0,3398.0,3398.0,10820.0,10820.0,1847.0,501.0,2280.0,2280.0,86.0,86.0,5552388
GRAND EST,2017-08-21 14:30:00,2017,233,14:30:00,233.6,762.0,7615.0,41.0,241.0,978.0,75.0,0.0,-5052.0,0.0,0.0,3453.0,2949.0,10820.0,9721.0,2996.0,548.0,2298.0,1947.0,141.0,141.0,5549586
PROVENCE ALPES COTE D AZUR,2020-09-18 18:30:00,2020,262,18:30:00,262.77,585.0,0.0,7.0,107.0,1099.0,70.0,0.0,2491.0,0.0,0.0,2710.0,2309.0,0.0,0.0,48.0,1507.0,3262.0,3161.0,357.0,207.0,5098666
BRETAGNE,2018-04-19 10:30:00,2018,109,10:30:00,109.44,1.0,0.0,11.0,88.0,10.0,35.0,-1.0,2396.0,0.0,0.0,904.0,770.0,0.0,0.0,951.0,252.0,270.0,270.0,68.0,68.0,3335414
GRAND EST,2015-10-25 16:30:00,2015,298,16:30:00,298.69,412.0,10878.0,6.0,23.0,391.0,76.0,-341.0,-7308.0,0.0,0.0,3422.0,3201.0,10820.0,10085.0,2504.0,525.0,2285.0,2083.0,119.0,119.0,5559051
BOURGOGNE FRANCHE COMTE,2021-09-27 18:00:00,2021,270,18:00:00,270.75,58.0,0.0,233.0,40.0,15.0,44.0,0.0,1874.0,0.0,0.0,401.0,401.0,0.0,0.0,969.0,469.0,524.0,524.0,72.0,72.0,2800194
PAYS DE LA LOIRE,2022-07-09 06:00:00,2022,190,06:00:00,190.25,0.0,0.0,339.0,0.0,0.0,64.0,0.0,1516.0,0.0,0.0,2068.0,1592.0,0.0,0.0,1662.0,861.0,10.0,10.0,80.0,80.0,3878839
NORMANDIE,2016-05-17 06:30:00,2016,138,06:30:00,138.27,546.0,5042.0,68.0,0.0,10.0,29.0,0.0,-2974.0,0.0,0.0,773.0,503.0,10640.0,9310.0,563.0,218.0,31.0,31.0,95.0,95.0,3335929
NORMANDIE,2017-05-26 08:30:00,2017,146,08:30:00,146.35,286.0,4063.0,140.0,22.0,16.0,46.0,0.0,-2115.0,0.0,0.0,785.0,205.0,10640.0,9442.0,622.0,222.0,31.0,31.0,98.0,98.0,3330478
GRAND EST,2016-08-07 01:00:00,2016,220,01:00:00,220.04,40.0,5618.0,90.0,0.0,1610.0,72.0,0.0,-4063.0,0.0,0.0,3424.0,2920.0,10820.0,9704.0,2634.0,528.0,2295.0,2093.0,123.0,123.0,5555186
ILE DE FRANCE,2018-10-02 19:00:00,2018,275,19:00:00,275.79,-1.0,0.0,20.0,0.0,5.0,133.0,0.0,8698.0,0.0,0.0,2157.0,2084.0,0.0,0.0,88.0,123.0,20.0,20.0,306.0,306.0,12213447
OCCITANIE,2015-09-30 01:30:00,2015,273,01:30:00,273.06,-3.0,1274.0,485.0,0.0,423.0,76.0,-36.0,784.0,0.0,0.0,266.0,0.0,2620.0,2230.0,1039.0,1459.0,5455.0,4886.0,137.0,137.0,5774185
NOUVELLE AQUITAINE,2015-03-14 05:00:00,2015,73,05:00:00,73.21,137.0,4688.0,27.0,0.0,525.0,173.0,0.0,-761.0,0.0,0.0,427.0,427.0,6630.0,5720.0,479.0,1438.0,1774.0,1774.0,234.0,234.0,5911482
NORMANDIE,2015-12-11 23:30:00,2015,345,23:30:00,345.98,963.0,8825.0,180.0,0.0,9.0,47.0,0.0,-6179.0,0.0,0.0,773.0,773.0,10640.0,9310.0,538.0,216.0,24.0,24.0,95.0,95.0,3339131
BRETAGNE,2017-07-25 20:00:00,2017,206,20:00:00,206.83,1.0,0.0,71.0,21.0,27.0,47.0,-1.0,2059.0,0.0,0.0,848.0,848.0,0.0,0.0,916.0,238.0,275.0,275.0,66.0,66.0,3318904
GRAND EST,2022-05-21 15:30:00,2022,141,15:30:00,141.65,75.0,3616.0,44.0,593.0,742.0,162.0,-259.0,-939.0,0.0,0.0,3590.0,3159.0,10820.0,9725.0,4263.0,1013.0,2306.0,1983.0,235.0,235.0,5563889
HAUTS DE FRANCE,2021-02-10 04:30:00,2021,41,04:30:00,41.19,1923.0,3661.0,3310.0,0.0,1.0,108.0,0.0,-1609.0,0.0,0.0,2990.0,2990.0,5460.0,4550.0,5413.0,300.0,5.0,5.0,181.0,181.0,5995292
HAUTS DE FRANCE,2016-09-16 21:30:00,2016,260,21:30:00,260.9,1407.0,3471.0,1257.0,0.0,1.0,115.0,0.0,-928.0,0.0,0.0,2864.0,2726.0,5460.0,4708.0,3122.0,213.0,5.0,5.0,163.0,163.0,6006870
PAYS DE LA LOIRE,2021-11-03 20:00:00,2021,307,20:00:00,307.83,1589.0,0.0,94.0,0.0,3.0,56.0,0.0,2129.0,0.0,0.0,2065.0,2065.0,0.0,0.0,1124.0,778.0,10.0,10.0,79.0,79.0,3853999
AUVERGNE RHONE ALPES,2018-01-06 16:00:00,2018,6,16:00:00,6.67,198.0,10863.0,232.0,23.0,2982.0,147.0,-559.0,-6206.0,0.0,0.0,1000.0,1000.0,13570.0,12687.0,548.0,998.0,11253.0,11011.0,179.0,179.0,7994459
HAUTS DE FRANCE,2015-07-01 13:00:00,2015,182,13:00:00,182.54,161.0,4520.0,312.0,88.0,1.0,77.0,0.0,899.0,0.0,0.0,2301.0,1970.0,5460.0,4550.0,2734.0,213.0,5.0,5.0,160.0,160.0,6009976
BRETAGNE,2016-06-14 05:30:00,2016,166,05:30:00,166.23,1.0,0.0,119.0,0.0,1.0,19.0,-1.0,1516.0,0.0,0.0,771.0,686.0,0.0,0.0,853.0,227.0,275.0,275.0,56.0,56.0,3306529
BOURGOGNE FRANCHE COMTE,2013-06-24 21:30:00,2013,175,21:30:00,175.9,28.0,0.0,3.0,0.0,68.0,7.0,0.0,2171.0,0.0,0.0,301.0,301.0,0.0,0.0,204.0,229.0,480.0,480.0,24.0,24.0,2819783
NOUVELLE AQUITAINE,2020-12-20 20:30:00,2020,355,20:30:00,355.85,151.0,6198.0,429.0,0.0,772.0,176.0,0.0,-1952.0,0.0,0.0,576.0,576.0,6630.0,5676.0,1196.0,2823.0,1783.0,1783.0,347.0,347.0,6033952
OCCITANIE,2021-02-07 13:30:00,2021,38,13:30:00,38.56,90.0,2491.0,737.0,795.0,2072.0,82.0,-53.0,-1292.0,0.0,0.0,318.0,318.0,2620.0,2620.0,1593.0,2446.0,5498.0,5264.0,172.0,172.0,6022176
OCCITANIE,2016-04-22 09:30:00,2016,113,09:30:00,113.4,-2.0,2406.0,47.0,311.0,2529.0,67.0,-15.0,-999.0,0.0,0.0,266.0,266.0,2620.0,2443.0,1098.0,1559.0,5462.0,4894.0,137.0,137.0,5808435
BRETAGNE,2017-05-15 02:30:00,2017,135,02:30:00,135.1,1.0,0.0,215.0,0.0,190.0,42.0,-1.0,1266.0,0.0,0.0,848.0,763.0,0.0,0.0,898.0,235.0,275.0,275.0,66.0,66.0,3318904
BOURGOGNE FRANCHE COMTE,2021-04-05 20:30:00,2021,95,20:30:00,95.85,66.0,0.0,480.0,0.0,42.0,44.0,0.0,1738.0,0.0,0.0,401.0,401.0,0.0,0.0,943.0,411.0,523.0,523.0,71.0,71.0,2800194
AUVERGNE RHONE ALPES,2021-12-27 16:30:00,2021,361,16:30:00,361.69,198.0,11901.0,361.0,43.0,4051.0,109.0,-5.0,-7981.0,0.0,0.0,1048.0,992.0,13570.0,12669.0,723.0,1608.0,11779.0,11653.0,208.0,208.0,8114361
ILE DE FRANCE,2021-08-18 11:00:00,2021,230,11:00:00,230.46,0.0,0.0,11.0,41.0,9.0,137.0,0.0,5876.0,0.0,0.0,2171.0,2171.0,0.0,0.0,148.0,175.0,20.0,20.0,314.0,314.0,12317279
BOURGOGNE FRANCHE COMTE,2021-12-15 06:30:00,2021,349,06:30:00,349.27,180.0,0.0,70.0,0.0,101.0,43.0,0.0,2786.0,0.0,0.0,401.0,401.0,0.0,0.0,992.0,492.0,524.0,524.0,74.0,74.0,2800194
PROVENCE ALPES COTE D AZUR,2021-08-21 12:00:00,2021,233,12:00:00,233.5,28.0,0.0,2.0,1005.0,543.0,67.0,0.0,3034.0,0.0,0.0,2715.0,2452.0,0.0,0.0,96.0,1656.0,3266.0,3235.0,357.0,357.0,5127840
